Meeting,URL,code,Key,Topic
Build a serverless toolkit: Empower developers with Cloud Run,https://www.youtube.com/watch?v=aqjg1QRVed8,BRK2-063,"本次會議主要探討 Shopify 如何建構一個無伺服器工具組 ProdKit，以賦能開發者更輕鬆地在 Cloud Run 上部署應用程式。會議涵蓋了 ProdKit 的設計理念、架構、安全考量、可觀測性，以及實際應用案例。核心觀點包括：

*   **簡化 Cloud Run 部署流程：** ProdKit 旨在降低開發者使用 Cloud Run 的門檻，減少基礎設施設定和維護的負擔。
*   **自動化基礎設施管理：** ProdKit 提供自動化的基礎設施配置和持續部署解決方案，讓開發者可以專注於程式碼開發。
*   **強化安全性：** ProdKit 整合了多項安全措施，確保應用程式在 Cloud Run 上安全執行。
*   **提升可觀測性：** ProdKit 支援將應用程式指標傳送到 Shopify 的集中式可觀測性平台，方便開發者監控和除錯。
*   **實際應用案例：** Shopify 客戶行為 API 團隊分享了他們如何使用 ProdKit 將應用程式從 GKE 遷移到 Cloud Run，並在 Black Friday Cyber Monday 期間實現了穩定的效能。","Serverless
"
Build AI agents on Cloud Run,https://www.youtube.com/watch?v=GwL8e5Z1tl4,BRK3-002,"本次會議主要探討如何使用 Google Cloud Run 構建 AI 代理。核心觀點包括：

*   **AI 代理的定義與架構：** AI 代理是結合大型語言模型（LLM）、資料來源、計算能力和工具的應用程式，透過循環執行 LLM，並根據工具的輸出結果不斷迭代，直到完成任務。
*   **LangGraph 的作用：** LangGraph 是一個低階編排框架，旨在彌合傳統鏈（Chain）的可靠性與代理的靈活性之間的差距，透過圖形化的方式表示代理的控制流程，結合預定的程式碼流程和 LLM 邏輯。
*   **Cloud Run 的優勢：** Cloud Run 是一個 serverless 運行時環境，具備自動擴展、成本效益、低延遲、高可靠性、良好的開發者體驗、與 LLM 模型整合以及支援串流等優勢，非常適合用於部署 AI 代理。
*   **工具的重要性：** AI 代理需要使用各種工具來完成任務，包括數學計算、資料庫存取、API 調用、圖像生成、網頁瀏覽和程式碼沙箱等。
*   **CodeRabbit 的案例：** CodeRabbit 是一個基於 AI 的程式碼審查工具，利用 Cloud Run 的沙箱環境安全地執行程式碼，並使用 AI 代理進行程式碼審查。","Applied AI
"
"Build an open, unified AI lakehouse with BigQuery and OSS",https://www.youtube.com/watch?v=8cAm9TEL5pI,BRK3-019,本次會議主要探討如何利用 BigQuery 和開源軟體（OSS）建構一個開放、統一的 AI Lakehouse。重點在於透過統一的儲存、中繼資料管理和處理引擎，簡化資料處理流程，並提供更大的靈活性和選擇。,"Data Analytics
"
Build and deploy multi-agent applications with Vertex AI,https://www.youtube.com/watch?v=LBE0Q1w47lg,BRK2-048,本次會議主要介紹了 Google Cloud 的 Vertex AI Agent Builder，這是一個用於建構和部署多代理程式應用程式的平台。會議重點涵蓋了 Agent Builder 的三個主要組成部分：Agent Development Kit (ADK)、Agent Engine 和 Agent Garden。此外，Ford 和 Revionics 的代表分享了他們使用 Vertex AI Agent Builder 建構代理程式的經驗和演示。,"Vertex AI
"
Build enterprise observability at petabyte scale,https://www.youtube.com/watch?v=7OwH0dNWfro,BRK3-031,"本次會議主要探討了如何在 Google 和客戶的角度，以極大規模構建企業可觀測性。核心觀點包括：

*   Google 內部擁有極大規模的可觀測性系統，能夠處理海量的遙測數據並快速採取行動。
*   OpenTelemetry 正在成為業界標準，提供統一的檢測方式和數據可移植性。
*   將所有遙測數據集中在一個平台上（例如 BigQuery），可以更好地利用 AI 進行分析和洞察。
*   Yahoo 通過採用 Google 的可觀測性套件和 OpenTelemetry，成功地將其大規模的郵件環境遷移到 Google Cloud。
*   在 OpenTelemetry 的部署中，Sidecar 模式和 DaemonSet 模式各有優缺點，應根據具體用例選擇。","Data Analytics
"
Build event-driven apps with Cloud Run and Eventarc Advanced,https://www.youtube.com/watch?v=C5dl_D_IYgQ,BRK2-066,,
Build event-driven apps with Cloud Run and Eventarc Advanced (Recap),https://www.youtube.com/watch?v=4RqM_sfmHRQ,BRK2-066-RC,,
Build high-performance apps for the edge with Wasm in Go 1.24,https://www.youtube.com/watch?v=2ECGTgZp1KA,BRK3-012,本次會議主要探討了如何使用 Go 語言和 WebAssembly (Wasm) 技術，在邊緣環境構建高效能應用程式。Go 團隊強調 Go 不僅僅是一門程式語言，而是一個完整的平台，旨在提供高效、安全、可靠的生產系統構建方案。會議重點介紹了 Go 1.24 在 Wasm 支援方面的改進，以及如何在 Google Cloud 和 Shopify 等實際應用場景中利用這些技術。,"Applied AI
"
"Build intelligent, multi-model applications with Spanner",https://www.youtube.com/watch?v=8RXnNgcEp3o,BRK2-102,,
Build powerful gen AI agents with Google Cloud databases and LlamaIndex,https://www.youtube.com/watch?v=DfZcT_ytYEE,BRK2-098,"本次會議主要介紹如何使用 LlamaIndex 和 Google Cloud 數據庫構建強大的知識代理。重點包括：

*   AI 代理生態系統正在快速發展，主要趨勢包括多模態互動、AI 代理和 AI 代理工作流程的興起，以及員工使用 Gen AI 檢索知識。
*   AI 代理是模型驅動的實體，可以推理、計劃和採取行動以實現特定目標，通常透過調用工具來執行操作，例如從數據源獲取數據或調用 API。
*   隨著開發人員構建多代理架構，複雜性增加，需要解決連接池、身份驗證和安全性等問題。
*   Google Cloud 提供了 MCP 工具箱，位於應用程式編排層和數據庫之間，為 AI 代理提供更好的可管理性、可觀察性和安全性。
*   LlamaIndex 提供端到端的知識代理堆疊，Llama Cloud 幫助知識管理，該框架易於構建多代理工作流程，可用於各種用例，例如報告生成。
*   Google Cloud 與 LlamaIndex 進行了多項整合，提供安全身份驗證、透過連接池提高性能、內建索引和原生異步編程支持等優勢。","Applied AI
"
Build production-grade gen AI apps with Cloud SQL for MySQL and PostgreSQL in less than 30 minutes,https://www.youtube.com/watch?v=UJJM6Yg81pI,BRK2-107,本次會議主要介紹了如何使用 Google Cloud SQL for MySQL 和 PostgreSQL 快速構建生產級的 Gen AI 應用程式。重點涵蓋了應用程式開發的生命週期，以及 Google Cloud 和 Cloud SQL 的最新功能，這些功能旨在簡化 Gen AI 應用程式的構建過程。會議還探討了應用程式的設計和架構、如何使用 Cloud SQL 更快地進行開發，以及 Gen AI 應用程式的運營和管理。此外，Manhattan Associates 分享了他們在 Gen AI 轉型方面的經驗。,"Applied AI
"
Build scalable AI infrastructure for startups,https://www.youtube.com/watch?v=N2kixOL7XRQ,BRK1-099,"本次會議主要探討新創公司如何建構可擴展的人工智慧基礎設施。與會的三位企業家和技術專家分享了他們在人工智慧領域的實戰經驗和深刻見解，涵蓋了從化學感測、語音辨識到開源模型優化等不同層面。核心觀點包括：

*   **評估指標的重要性：** 不要過度迷信基準測試，應關注對業務真正重要的關鍵績效指標（KPI），例如轉換率、客戶流失率和客戶滿意度。
*   **專注於核心競爭力：** 新創公司應集中資源開發對產品獨特性至關重要的功能，而非重複造輪子。
*   **與可擴展的合作夥伴合作：** 選擇具有良好擴展記錄的雲端服務供應商和其他合作夥伴，以確保基礎設施能夠隨著業務成長而擴展。
*   **快速實驗和迭代：** 在安全的前提下，鼓勵團隊嘗試新工具和技術，並快速評估其效果。
*   **重視客戶回饋：** 積極收集和分析客戶回饋，並將其納入產品開發和優化過程中。
*   **關注資料安全：** 根據資料的敏感程度，採取適當的安全措施，例如資料加密、存取控制和合規性認證。
*   **謹慎招聘：** 優先考慮具有正確價值觀和文化契合度的人才，因為他們將成為公司的未來領導者。","Applied AI
"
Building an AI-ready data foundation with lean teams,https://www.youtube.com/watch?v=i4kQgJi0sCM,BRK2-170,本次會議主要探討如何利用精簡團隊，在 BigQuery 和 Google Cloud 上建立一個具備 AI 能力的資料基礎。會議強調了資料孤島、AI 準備度不足以及成本增加是企業在 AI 轉型過程中面臨的主要挑戰。BigQuery 如何透過整合資料、AI 和治理，以及提供跨雲支援和開放平台，來解決這些挑戰。同時，與會者分享了他們在不同產業和業務中使用 BigQuery 的經驗，強調了集中化、簡化、加速價值實現以及賦能團隊的重要性。,"Data Analytics
"
Building and serving the next generation AI Models with JAX,https://www.youtube.com/watch?v=fcI9A-pjNlU,BRK3-035,本次會議主要探討了如何使用 JAX 框架在 Google Cloud 上建構和部署下一代 AI 模型，特別是大型語言模型（LLM）和混合專家模型（MOE）。會議重點包括 JAX 的優勢、Google Cloud 提供的 JAX 生態系統、以及 Kakao 和 Children's Hospital of Philadelphia 等機構的實際應用案例。,"Applied AI
"
Building custom RAG systems with Vertex AI,https://www.youtube.com/watch?v=vSL68n5MG5g,BRK2-198,"本次會議主要探討如何使用 Google Cloud 的 Vertex AI 構建自定義的 RAG（Retrieval-Augmented Generation，檢索增強生成）系統。核心觀點包括：

*   RAG 系統的關鍵在於將 AI 代理連接到正確的數據，並依賴於強大且精確的檢索方法。
*   Vertex AI 提供了一系列 RAG 解決方案，從開箱即用的 Vertex AI Search 到高度可定制的搜尋平台 API。
*   Google 內部使用雙階段檢索流程，首先使用混合嵌入和向量搜尋進行候選檢索，然後使用排序來縮小範圍。
*   DocAI Layout Parser、Vertex AI Embeddings、Vector Search 和 Ranking API 是構建 RAG 系統的關鍵組件。
*   Gemini 可以通過主動檢索器智能地決定如何查詢檢索方法，從而實現更準確、更有幫助的 RAG。
*   實際案例展示了 AstraZeneca、Home Depot 和 RCS Media Group 如何利用 RAG 解決方案解決其特定業務挑戰。","Vertex AI
"
Building for the AI-centric world: Google Sovereign Cloud,https://www.youtube.com/watch?v=4h-ssEfTR3s,BRK1-070,"本次會議主要探討了在人工智慧（AI）時代，Google 如何透過其主權雲（Sovereign Cloud）解決方案，協助客戶滿足不斷變化的法規要求，同時實現創新和利用 AI 能力。核心觀點包括：

*   **主權雲的重要性：** 全球法規日趨嚴格，各國政府都在重新思考數位轉型政策，企業需要符合法規要求，同時有效利用 AI 等創新技術。
*   **Google 的主權哲學：** 提供客戶選擇權，與當地合作夥伴緊密合作，並確保解決方案能經受時間考驗，隨著法規變化不斷調整。
*   **三種主權雲解決方案：**
    *   GCP 上的主權控制：針對需要在公有雲上運行的工作負載，提供最強大的資料邊界。
    *   Google 主權雲：在特定國家/地區提供專用基礎設施，滿足高度監管需求。
    *   Google 分散式雲：針對需要氣隙環境（air gap）的工作負載，提供資料、營運和軟體主權。
*   **主權 AI：** 在主權雲的各個層面引入 AI 功能，讓客戶無需在主權和 AI 之間妥協。","Applied AI
"
Building the AI-defined vehicle,https://www.youtube.com/watch?v=hnDdhBNHfb4,BRK2-053,,
Building the tools for valuable business insights from sustainability data,https://www.youtube.com/watch?v=7q1FYYP1vzM,BRK1-116,"本次會議由 Google Cloud 的全球永續發展總監 Justin Keeble 主持，邀請了 Watershed、ESG Book 和 Deloitte 等合作夥伴，共同探討如何利用永續性數據來驅動商業價值。會議主要圍繞三個核心觀點展開：

*   永續性數據的商業價值：從法規報告轉向驅動韌性、效率和增長。
*   永續性數據的新系統：雲端技術將成為衡量和整合永續性數據的中心。
*   AI 對永續發展議程的強化：利用 AI 從新型來源提取數據，並協助企業做出更明智的決策。","Applied AI
"
CEO perspectives: A new era of AI-powered research and innovation,https://www.youtube.com/watch?v=-CNW-dX4Lts,SPTL109,"本次會議主要探討了人工智慧（AI）在研究和創新領域所帶來的變革，以及 Google 與 Allen Institute for AI (AI2) 之間的合作如何推動科學研究和解決全球性挑戰。核心觀點包括：

*   AI 正在推動各行各業和整個社會的全面轉型。
*   開放的 AI 模型和工具對於促進更廣泛的創新至關重要。
*   AI 在科學研究、環境保護和醫療保健等領域具有巨大的潛力。
*   合作夥伴關係是推動 AI 發展和解決複雜問題的關鍵。","AI
"
CEO perspectives: A new era of AI-powered research and innovation (Recap),https://www.youtube.com/watch?v=CE5wGNeXDnM,SPTL109-RC,,
Closing the air gap: Securing industrial operations in the cloud,https://www.youtube.com/watch?v=7NdhFnM0Zqc,BRK3-046,"本次會議主要探討工業控制系統（OT）環境中，傳統「氣隙」安全防護概念的消逝，以及在 OT 系統日益連接雲端的情況下，如何確保其安全性。核心觀點包括：

*   傳統的 OT 安全「氣隙」已不復存在，連接已成必然。
*   重點應轉向如何保護日益連接的 OT 系統。
*   雲端技術在 OT 環境中的應用，可提升效率、擴展性及安全性。
*   良好的安全基礎建設（如網路分段、存取控制）至關重要。
*   應將安全納入 OT 系統的設計和部署階段。
*   AI 和機器學習等新興技術，可增強 OT 環境的安全性。
*   跨部門協作（IT、OT、安全）對於成功部署雲端 OT 解決方案至關重要。","Security
"
"Cloud compliance with confidence, made simple",https://www.youtube.com/watch?v=k-GOBVNwXJg,BRK1-034,"本次會議主要探討如何透過 Google Cloud 的 Compliance Manager 和 Assured Workloads 等工具，簡化雲端合規流程，並在不斷變化的法規環境下保持信心。核心觀點包括：

*   **合規與主權挑戰：** 法規不斷變化，地緣政治局勢帶來新的要求，工具分散難以管理。
*   **簡化合規：** 從配置到監控再到稽核，提供端到端的合規環境，並利用 AI 提升效率。
*   **Assured Workloads 的作用：** 透過軟體定義的控制項，在單一 GCP 組織中滿足多種法規要求，無需重新架構。
*   **AI 在合規中的應用：** 利用 AI 生成新的控制項、分析法規框架，並協助建立客製化控制項。
*   **全球部署與規模化：** Assured Workloads 允許全球部署，無需為不同地區的合規要求進行妥協。
*   **數位主權：** 從資料、營運和軟體三個層面看待主權，Assured Workloads 主要提供資料主權，並在營運主權方面與合作夥伴合作。","Security
"
"Cloud compliance with confidence, made simple (Recap)",https://www.youtube.com/watch?v=r4nol-bJsxw,BRK1-034-RC,,
Cloud migration conquered: Strategies for small but mighty IT teams,https://www.youtube.com/watch?v=rMngcqslnf0,BRK1-018,"本次會議主要探討小型 IT 團隊在進行雲端遷移時所面臨的挑戰與應對策略。核心觀點包括：

*   小型 IT 團隊在雲端遷移過程中面臨額外的挑戰，例如資源、預算和專業知識的限制。
*   雲端遷移是一個包含估算、發現、評估、規劃和遷移的五步驟旅程。
*   Google Cloud 提供了免費工具（如 Migration Center）和合作夥伴網路，以協助加速遷移過程。
*   客戶案例（如 Triarch Health）證明了成功的雲端遷移專案是可行的，並且能夠按時、按預算完成。","Migration
"
Cluster Director with GKE: Optimal performance at max scale,https://www.youtube.com/watch?v=Ki3EYE8ME6Q,BRK2-128,"本次演講介紹了 Google Kubernetes Engine (GKE) 的 Cluster Director，旨在為大規模 AI 工作負載提供最佳效能和彈性。核心觀點包括：

*   Cluster Director 能夠部署和管理大規模的加速虛擬機器叢集，將運算、儲存和網路視為一個單一單元。
*   透過標準 Kubernetes API 進行協調，無需學習新的平台或工具。
*   提供高效能、超大規模、拓撲感知排程、易於使用、360 度可觀測性和高彈性等關鍵價值。","Compute
"
Combat emerging cyberthreats with Google Workspace and Chrome,https://www.youtube.com/watch?v=wlKrop6K-UE,BRK2-161,"本次會議主要探討了日益嚴峻的網路威脅，以及 Google 如何透過 AI 驅動的防禦、安全設計原則和企業安全控制（包括 Gemini 等生成式 AI 產品）來保護 Google Workspace 和 Chrome 用戶。核心觀點包括：

*   網路攻擊日益頻繁，影響各行各業，需要轉變思維，從「更多安全產品」轉向「更安全產品」。
*   生成式 AI 的採用帶來風險，但也可用於對抗惡意 AI，需要安全、可靠且合規的平台。
*   地緣政治緊張局勢影響網路安全，組織需要數位主權以確保可攜性和生存能力。
*   Google 在各個層面（從應用程式到基礎模型）進行創新，以應對不斷變化的威脅。
*   Workspace 和 Chrome 內建安全功能，例如雙重驗證、通行密鑰和裝置綁定會話憑證，可保護使用者免受帳戶盜用。
*   企業可以利用資料保護和數位主權控制來管理敏感資料並滿足法規要求。
*   Chrome Enterprise Protection 將安全控制擴展到第三方應用程式。
*   Google Workspace 安全中心提供即時威脅可見性和回應能力。","Security
"
"Compute Engine best practices: Optimizing cost, workload management, and scalability",https://www.youtube.com/watch?v=u3aLFageNzQ,BRK1-062,本次會議主要介紹了 Google Compute Engine 的最佳實務，旨在幫助客戶應對在成本管理、效能優化、可靠性保障以及新功能應用等方面遇到的常見挑戰。會議將應用程式分為三種類型：AI/ML 和高效能運算、雲原生應用程式和傳統應用程式，並針對每種類型提供不同的最佳實務建議。,"Compute
"
Connect the dots with Google Cloud AI: From models to machines,https://www.youtube.com/watch?v=BsGbIKwnOU0,BRK1-051,本次會議旨在闡明 Google Cloud AI 的各個層面，協助使用者了解何時該選擇哪種 Google Cloud AI 產品。Etsy 的 Derek 分享了 Etsy 如何針對不同使用案例選擇不同的 Google Cloud AI 產品。此外，會議也探討了如何利用 NVIDIA 在 Google Cloud 堆疊中加速 AI 工作負載。,"Applied AI
"
"Connect, secure, and simplify with new Cross-Cloud Network innovations",https://www.youtube.com/watch?v=fMwxXgihxSg,BRK2-029,,
Control vs autonomy: Tradeoffs in designing AI agents,https://www.youtube.com/watch?v=dX2QqolWBxg,BRK2-196,"本次會議探討了在設計AI Agent時，如何在控制和自主性之間取得平衡。講者分享了客戶在AI Agent設計和部署過程中遇到的實際挑戰，以及Google Cloud的產品策略如何應對這些挑戰。會議重點包括：

*   **AI Agent的發展趨勢：** AI Agent被視為軟體的下一個前沿，將改變人們與資訊互動的方式。
*   **企業級AI Agent的關鍵要素：** 品質、可靠性、安全性和可擴展性是企業級AI Agent的重要考量因素。
*   **多樣化的建構介面：** Google Cloud提供從無程式碼到完全DIY的多種建構介面，以滿足不同使用者的需求。
*   **ADK（Agent Development Kit）：** Google開發的開源Python SDK，旨在簡化AI Agent的建構過程，並充分利用Gemini模型的優勢。
*   **Agent Engine：** 一個抽象化的基礎設施，提供監控和評估服務，支援多種Agent編排框架。
*   **Agent Space：** 一個用於分發和發現內部AI Agent的平台。
*   **客戶案例分享：** DBS（VML）和Renault分享了他們在AI Agent開發和部署方面的經驗。","Applied AI
"
Control vs autonomy: Tradeoffs in designing AI agents (Recap),https://www.youtube.com/watch?v=AFAkgk5Ei4Q,BRK2-196-RC,,
Conversational agents: Build and deploy no-code/low-code AI agents,https://www.youtube.com/watch?v=bNvxDer0SfE,BRK2-050,"本次會議主要介紹了 Google AI 的 Customer Engagement Suite 中 Conversational Agents 的相關功能與應用，強調透過 no-code 和 low-code 的方式，快速構建和部署 AI 助理，提升客戶互動體驗和企業生產力。核心觀點包括：

*   **生成式 AI 的強大影響力：** Conversational Agents 透過生成式 AI 顯著提升生產力，並賦能人類客服人員，提高銷售額和擴大規模。
*   **Conversational Agents Console 的重要性：** 整合 Dialogflow CX 和生成式 AI，提供混合型代理，結合規則和 AI，提供最佳客戶體驗。
*   **多樣化的連接器和語音支援：** 提供豐富的連接器，方便與 CRM、資料庫等系統整合，並支援自然的人聲語音體驗。
*   **多模態互動的未來：** 支援圖像、語音、螢幕分享等多種互動方式，提升客戶互動的豐富性。
*   **客戶案例的成功經驗：** Bell Canada 和 Bouygues Telecom 等客戶透過 Conversational Agents 實現了顯著的成本節省和銷售轉化。","Applied AI
"
Cotality's (CoreLogic) cloud transformation with Cognizant and Google,https://www.youtube.com/watch?v=ih6RLCsseN0,SPTL106,"本次會議主要探討了Quartality（前身為CoreLogic）如何與Cognizant和Google Cloud合作，成功完成雲端轉型，並從中獲得的效益。核心觀點包括：

*   **雲端轉型的必要性：** 解決傳統資料中心帶來的成本高昂、安全風險以及創新受限等問題。
*   **自動化的重要性：** 透過自動化一切流程，降低人為錯誤，提升效率和安全性。
*   **工程文化的轉變：** 從各自為政的開發模式轉向統一的平台和工程文化，促進協作和創新。
*   **AI在營運中的應用：** 利用AI提升營運效率，改善客戶體驗。
*   **安全性的提升：** 透過雲端轉型，實現更強大的安全防護，應對新型安全挑戰。","Migration
"
Cross-Cloud Network connecting global enterprises with Cloud WAN,https://www.youtube.com/watch?v=IDnXxxTw7cM,BRK2-228,"本次會議主要介紹 Google Cloud 推出的 Cross-Cloud Network (CCN) 及其延伸服務 Cloud WAN，旨在為企業提供高效能、低延遲、安全可靠的全球網路解決方案，以應對多雲環境和 AI 時代的需求。核心觀點包括：

*   **解決企業網路挑戰：** 傳統企業網路面臨應用程式效能不穩定、安全性不一致、成本高等問題，Google Cloud WAN 旨在解決這些痛點。
*   **Google 全球骨幹網路的延伸：** Cloud WAN 利用 Google 自身使用的全球骨幹網路，為企業提供高可靠性和效能。
*   **安全內建而非外掛：** Google 強調安全性是內建於網路架構中，而非事後添加。
*   **簡化多雲連接：** Cloud WAN 支援連接企業的資料中心、共同託管設施以及其他雲端服務，實現真正的多雲互聯互通。
*   **提升應用程式效能：** 透過優化網路路徑和減少網路躍點，Cloud WAN 可顯著提升應用程式效能。
*   **降低總體擁有成本 (TCO)：** 透過整合多個網路服務和簡化管理，Cloud WAN 有助於降低企業的網路成本。
*   **與合作夥伴生態系統整合：** Google 與領先的 SD-WAN、安全性和 DDI 供應商合作，提供更全面的解決方案。","Networking
"
Customer Engagement Suite: Elevate customer experiences with Google AI,https://www.youtube.com/watch?v=fpprNYtemS4,BRK1-047,,
Customer Engagement Suite: Elevate customer experiences with Google AI (Recap),https://www.youtube.com/watch?v=JMS7_ZqPaFA,BRK1-047-RC,,
Data fabric on BigQuery: An architect’s perspective of why and how to do it,https://www.youtube.com/watch?v=hquNW0MtoEo,BRK1-055,,
Data on Kubernetes: Run stateful apps and AI workloads on GKE,https://www.youtube.com/watch?v=udQYLxsMGeU,BRK2-082,"本次會議主要探討在 Google Kubernetes Engine (GKE) 上運行具狀態應用程式和 AI 工作負載的策略，重點在於成本節省和效能提升。核心觀點包括：

*   針對不同類型的具狀態應用程式選擇合適的儲存方案，例如使用 Hyperdisk 調整 IOPS 和吞吐量，或使用 Storage Pool 共享容量和效能。
*   利用 GKE Data Cache 加速讀取密集型工作負載，降低延遲並提高交易處理量。
*   針對 AI/ML 工作負載，區分訓練和推論的不同需求，並採用相應的優化策略，例如使用 Container Preloading 加速推論啟動時間，或使用 Cloud Storage FUSE 或 Hyperdisk ML 儲存模型。
*   透過客戶案例分享，展示 Quadrant 和 Codeway 如何利用 GKE 解決方案來提升其向量資料庫和 AI 應用程式的效能和效率。","Applied AI
"
Data platform migrations: Perspectives from industry insiders,https://www.youtube.com/watch?v=AVw610QmdiI,BRK3-024,,
Data-driven decisions: Gemini and BigQuery for startups,https://www.youtube.com/watch?v=JvcHIMPugbk,BRK1-101,Ask.ai 的 CEO Alain Talmor 分享了 Gemini 和 BigQuery 如何幫助他們為大型組織的客戶服務團隊提供企業級 AI 平台。核心觀點包括：Gemini 2.0 Pro 在準確性和推理能力方面表現出色，BigQuery 則作為一個良好的連接器，方便客戶儲存和使用數據。此外，Gemini 2.0 Pro 的大上下文窗口有助於分析大量數據，從而識別重複問題並提供解決方案。,"Gemini
"
Declutter and defend: A panel on strategies for small security teams,https://www.youtube.com/watch?v=7k0mFh8kBLo,BRK1-017,"本次會議主要探討小型安全團隊在面對日益複雜的網路安全威脅時，如何有效地精簡資源、提升防禦能力。核心觀點包括：

- **威脅情勢嚴峻：** 國家級駭客攻擊加速，AI 成為雙面刃，攻擊頻率和真實性提高。
- **工具過多：** 平均每個 CISO 管理 60-70 種安全工具，導致資源不足，難以有效應對。
- **人才短缺：** 資安人才供不應求，需要更有效地利用現有資源。
- **AI 的應用：** 儘管 AI 在資安領域的應用尚處於早期階段，但已開始用於威脅優先排序和資源優化。
- **團隊合作：** 強調安全是團隊運動，需要跨部門協作。
- **流程優化：** 利用 AI 簡化安全運營流程，例如自動化事件分流。
- **技術選擇：** 優先考慮雲原生技術和平台，以簡化管理和降低運營成本。","Security
"
Decoding multicloud networking: Expert insights from Equinix and Uber,https://www.youtube.com/watch?v=AyWjgni_nyg,BRK1-042,"本次會議主要探討了多雲網路環境下企業面臨的挑戰，以及 Equinix 如何協助企業應對這些挑戰。核心觀點包括：

*   多雲環境的普及：90% 的企業正在使用多個公有雲。
*   多雲環境的挑戰：缺乏標準、可見性不足、效能和延遲問題。
*   Equinix 的解決方案：透過其全球資料中心網路和服務，提供低延遲的雲到雲路由和簡化的多雲連接。
*   Uber 的案例：展示了如何使用 Equinix Fabric Cloud Router 解決數據遷移問題。","Multicloud
"
Deep dive into multimodal embeddings and vector search in BigQuery,https://www.youtube.com/watch?v=dPcta6Jvuvs,BRK3-016,"本次會議深入探討了 BigQuery 中多模態嵌入和向量搜尋的應用。核心觀點包括：

*   **AI 的數據基礎：** 高品質的數據是 AI 提供卓越體驗的關鍵，BigQuery 致力於構建高品質的數據集，以支援 AI 平台。
*   **多模態數據的機會：** 除了結構化和半結構化數據，非結構化數據（如圖像、文檔、影片）也提供了巨大的機會來提升數據品質。
*   **BigQuery 的統一介面：** BigQuery 提供了一個統一的介面，可以處理各種格式的數據，包括表格數據、半結構化數據和非結構化數據。
*   **向量搜尋的應用：** 向量搜尋可以應用於各種場景，包括搜尋、個人化、分析和生成式 AI。
*   **BigQuery 的向量索引：** BigQuery 提供了向量索引，可以加速向量搜尋，並支援大規模的批次處理。
*   **Object Ref 的整合：** Object Ref 是一種新的 BigQuery 類型，可以將非結構化數據無縫整合到現有的 BigQuery 表格中。
*   **AI 查詢引擎：** BigQuery 提供了 AI 查詢引擎，可以使用 AI 來分析和轉換數據。
*   **BigQuery 與 Vertex AI 的整合：** BigQuery 可以與 Vertex AI 整合，以支援線上低延遲的向量搜尋。","Vertex AI
"
Deep dive into the latest innovations in AlloyDB: The new way to PostgreSQL,https://www.youtube.com/watch?v=FTVj7IE-8SI,BRK2-100,"本次會議深入探討了 AlloyDB 的最新創新，強調其作為 PostgreSQL 的新途徑，不僅在價格效能、高可用性和安全性方面超越了傳統方案，更在 AI 應用、跨雲部署等方面展現出獨特的優勢。核心觀點包括：

*   **AlloyDB 的卓越效能：** 提供比開源 PostgreSQL 高四倍的交易吞吐量，以及高達 100 倍的分析查詢效能提升。
*   **價格效能優勢：** 在相同效能下，成本僅為自管 PostgreSQL 的一半，甚至在 Axion 處理器上運行時，比 AWS Aurora on Graviton 4 具有三倍的價格效能優勢。
*   **高可用性和安全性：** 預設提供 99.99% 的 SLA，近零停機更新，以及 Google 等級的安全保障。
*   **AlloyDB AI 的強大功能：** 提供卓越的向量處理引擎、AI 查詢引擎和自然語言介面，助力 GenAI 應用開發。
*   **AlloyDB Omni 的靈活性：** 允許在任何地方運行 AlloyDB，包括 Azure、AWS、本地環境等，並透過 Atomic I.O. 技術實現四倍於標準 PostgreSQL 的效能。","Databases
"
Deliver exceptional customer experiences with Google AI,https://www.youtube.com/watch?v=Fx1R7pQyx04,BRK1-046,"本次會議主要探討如何利用 Google AI 的客戶互動套件（Customer Engagement Suite）來提升客戶體驗，從早期的人工智慧實驗階段，發展到現在的實際應用，並展望未來 AI 在客戶服務領域的發展趨勢。核心觀點包括：

*   **客戶期望的轉變：** 客戶期望越來越高，希望獲得個人化、主動且跨管道的無縫體驗。
*   **AI 的核心地位：** Google 將 AI 視為產品的核心，而非事後附加的功能，並利用 Gemini 等模型來優化客戶互動。
*   **全方位的客戶旅程：** AI 應用於客戶旅程的每個階段，從網站搜尋到人工客服協助，提供一致且高效的體驗。
*   **數據驅動的優化：** 透過分析客戶互動數據，不斷改進服務，實現客戶中心的自我完善。
*   **從成本控制到營收增長：** 將客戶服務從單純的成本中心轉變為營收增長的引擎，提升客戶終身價值和品牌忠誠度。","Applied AI
"
Delivering business value in the new agentic era,https://www.youtube.com/watch?v=U1X5Lx7GwnA,BRK2-001,,
Delivering business value in the new agentic era (Recap),https://www.youtube.com/watch?v=QzAbBTUa6sw,BRK2-001-RC,,
